"Include","Confidence","Name","Brand","Model","Category","Description","ImagePath","ImageUrl","SourcePage","SourceRawFile","ListingType","CallForPrice","Quantity","Status","Published","Featured","DisplayOrder"
"YES","95","GS-1930","Genie","GS-1930","Aerial Lifts","Standard Features | *GS-1530 has 21 ft (6.5 m) working height and  has 25 ft (7.8 m) working height | *39 in (1 m) roll-out platform extension | *Compact 30 in (76 cm) width | *600 lb (272 kg) lift capacity for the GS-1530 and 500 lb (227 kg) lift capacity for the  | *Compact design | *Automatic 25 amp battery charger | *Proportional controls for lift and drive functions | *Multiple disc brakes provide smooth deceleration | *Drive speed interlock limits speed while elevated | *Emergency stop at both platform and ground controls | *Manual platform lowering valve | *Manual brake release | *Pothole guards | *Non-marking tires | *AC wiring to platform | *Tilt level sensor with an audible alarm | *Beeper horn | *Hour meter | |  | !","images/genie/gs1930.jpg","https://billsequipment.mydomain.com/images/genie/gs1930.jpg","https://billsequipment.mydomain.com/aeriallifts.htm | https://billsequipment.mydomain.com/genie.htm","raw/0012-genie.html","product","YES","1","active","YES","NO","870"
"YES","95","GS-2032","Genie","GS-2032","Aerial Lifts","Standard Features | *26 ft (8.1 m) working height | *Compact 32 in (81 cm) width | *800 lb (363 kg) lift capacity | *39 in (1 m) rollout platform extension | *Proportional controls for lift and drive functions | *AC outlet to platform | *Multiple disc brakes provide smooth deceleration | |  | !","images/genie/gs2032.jpg","https://billsequipment.mydomain.com/images/genie/gs2032.jpg","https://billsequipment.mydomain.com/aeriallifts.htm | https://billsequipment.mydomain.com/genie.htm","raw/0012-genie.html","product","YES","1","active","YES","NO","880"
"YES","95","GS-2632","Genie","GS-2632","Aerial Lifts","Standard Features | * has 32 ft (9.92 m) working height | *39 in (1 m) roll-out platform extension | *Compact 32 in (81.3 cm) width | *500 lb (227 kg) lift capacity | *Proportional controls for lift and drive functions | *Automatic 25 amp battery charger | *Manual platform lowering valve | *Emergency stop switches at both platform and ground controls | *Drive speed interlock limits speed while elevated | *Multiple disc brakes provide smooth deceleration | *Manual brake release | *Pothole guards | *Non-marking tires | *AC wiring to platform | *Tilt sensor with an audible alarm | *Beeper horn | *Hour meter | | |  | !","images/genie/gs2632.jpg","https://billsequipment.mydomain.com/images/genie/gs2632.jpg","https://billsequipment.mydomain.com/aeriallifts.htm | https://billsequipment.mydomain.com/genie.htm","raw/0012-genie.html","product","YES","1","active","YES","NO","890"
"YES","95","GS-4390","Genie","GS-4390","Aerial Lifts","Standard Features | * has 49 ft (14.9 m) working height and GS- 5390 RT has *59 ft (18 m) working height | *1,500 lb (680 kg) load capacity | *Positive traction-controlled four-wheel drive | *50% gradeability | *Proportional drive | *Two-speed lift functions | *Troubleshooting diagnostics | *Two self-closing entry gates | *Foam-filled tires | *AC wiring to platform | *Descent alarm | *Tilt sensor with an audible alarm | *Horn | *Hour meter | |  | !","images/genie/gs4390.jpg","https://billsequipment.mydomain.com/images/genie/gs4390.jpg","https://billsequipment.mydomain.com/aeriallifts.htm | https://billsequipment.mydomain.com/genie.htm","raw/0012-genie.html","product","YES","1","active","YES","NO","900"
"YES","90","or visit store to purchase!","Genie","","Aerial Lifts","! | | | The Genie Aerial Work Platform AWP line emphasizes portability and ease of operation. Reach working heights of up to 46 ft 3 in (14.3 m). Choose Standard, Narrow or Rough Terrain base models. AC, DC or Airmotor power options. | | Standard Features | *Rocker Base System | *Ground and platform controls with auxiliary platform lowering | *Small outrigger footprints | *Easy loading | *Doorway access | *Outrigger storage pockets | *Sturdy tie-downs","images/genie/awp.jpg","https://billsequipment.mydomain.com/images/genie/awp.jpg","https://billsequipment.mydomain.com/aeriallifts.htm | https://billsequipment.mydomain.com/genie.htm","raw/0012-genie.html","product","YES","1","active","YES","NO","910"
"YES","95","S-100","Genie","S-100","Aerial Lifts","! | | | Standard Features | * has 106 ft (32.5 m) working height | *Industry-leading outreach of 75 ft (22.9 m) | *750 lb (340 kg) lift capacity | *Four-wheel drive with four-wheel brakes | *Extendable axles, operated from platform | *Three diesel engine options | *8 ft (2.44 m) steel platform | *Fully proportional platform controls with ramp up/down feature | *Hydraulic platform rotation | *360° continuous turntable rotation | *12V DC auxiliary power | *Closed-loop hydrostatic drive | *Positive traction drive | *Drive enable system | *Self-leveling platform | *Onboard full diagnostics | *Anti-restart engine protection | *Auto engine fault shutdown | *Hydraulic oil cooler | *Engine monitoring display | *AC wiring to platform | *Foam-filled tires","images/genie/s100.jpg","https://billsequipment.mydomain.com/images/genie/s100.jpg","https://billsequipment.mydomain.com/aeriallifts.htm | https://billsequipment.mydomain.com/genie.htm","raw/0012-genie.html","product","YES","1","active","YES","NO","920"
"YES","95","S-120","Genie","S-120","Aerial Lifts","Standard Features | * has 126 ft (38.6 m) working height | *Industry-leading outreach of 75 ft (22.9 m) | *750 lb (340 kg) lift capacity | *Four-wheel drive with four-wheel brakes | *Four-wheel steer includes front, rear, crab and coordinated steer functions | *Extendable axles, operated from platform | *Three diesel engine options | *8 ft (2.44 m) steel platform | *Fully proportional platform controls with ramp up/down feature | *Hydraulic platform rotation | *360° continuous turntable rotation | *12V DC auxiliary power | *Closed-loop hydrostatic drive | *Positive traction drive | *Drive enable system | *Self-leveling platform | *Onboard full diagnostics | *Anti-restart engine protection | *Auto engine fault shutdown | *Hydraulic oil cooler | * Engine monitoring display | *AC wiring to platform | *Foam-filled tires | *Wire braided hose | *Tilt alarm | *Horn | *Hour meter | | |  | !","images/genie/s120.jpg","https://billsequipment.mydomain.com/images/genie/s120.jpg","https://billsequipment.mydomain.com/aeriallifts.htm | https://billsequipment.mydomain.com/genie.htm","raw/0012-genie.html","product","YES","1","active","YES","NO","930"
"YES","95","S-80","Genie","S-80","Aerial Lifts","S tandard Features | * has 86 ft (26.4 m) working height | *S-85 has 91 ft (27.9 m) working height | * has 72 ft (21.9 m) horizontal reach | *S-85 has 77 ft (23.4 m) horizontal reach | *Up to 600 lb (272 kg) lift capacity on the  | *500 lb (227 kg) lift capacity on the S-85 | *Extendable axles operated from the platform | *Dual extended cylinders | *Dual fuel (Gas/LPG) or diesel engine options | *Fully proportional platform controls with ramp up/down feature | *Hydraulic platform rotation | *360° continuous turntable rotation | *12V DC auxiliary power | *Fuel select switch on platform and ground control panels (Gas/LPG models) | *Closed-loop hydrostatic drive | *Positive traction drive | *Drive enable system | *Self-leveling platform | *Rough terrain air tires | *Locking turntable covers | *Anti-restart engine protection | *Auto engine fault shutdown | *AC wiring to platform | *Wire braided hose | *Tilt alarm | *Horn | *Hour meter | | | |  | !","images/genie/s80.jpg","https://billsequipment.mydomain.com/images/genie/s80.jpg","https://billsequipment.mydomain.com/aeriallifts.htm | https://billsequipment.mydomain.com/genie.htm","raw/0012-genie.html","product","YES","1","active","YES","NO","940"
"YES","90","Standard Features:","Genie","","Aerial Lifts","Portable material lift for construction and industrial applications. | The Superlift Contractor is an ideal tool for construction firms and every kind of contractor. | Standard Features: | Heavy duty design, yet lightweight and portable. | Quick setup requires no tools. | Loads easily into a pickup truck for transporting. | Rear transport wheel assembly. | 4 in (10 cm) front casters and 5 in (13 cm) rear casters with side brakes are standard. | Hold-down bar holds mast assembly in place during transport. SLC™ | | | !","images/genie/slc-24.jpg","https://billsequipment.mydomain.com/images/genie/slc-24.jpg","https://billsequipment.mydomain.com/aeriallifts.htm | https://billsequipment.mydomain.com/genie.htm","raw/0012-genie.html","product","YES","1","active","YES","NO","950"
"YES","95","TZ-34/20","Genie","TZ-34/20","Aerial Lifts","! | | | Standard Features | *12.36 m (40 ft) working height | *6.1 m (20 ft) horizontal reach | *200 kg (440 lb) lift capacity | *Outrigger interlocks | *Hydraulic outriggers | *Automatic levelling system | *Proportional speed control system | *Dual pneumatic jockey wheels | *Tilt alarm/sensor | *AC wiring to platform | *Mechanical surge brakes | *Parking brake | *Hour meter","images/genie/tz34.jpg","https://billsequipment.mydomain.com/images/genie/tz34.jpg","https://billsequipment.mydomain.com/aeriallifts.htm | https://billsequipment.mydomain.com/genie.htm","raw/0012-genie.html","product","YES","1","active","YES","NO","960"
"YES","95","Z-45/25 DC/Bi-Energy","Genie","Z-45/25","Aerial Lifts","Standard Features | *Over 51 ft (15.8 m) working height | *Over 24 ft (7.3 m) horizontal reach | *Up and over clearance of over 22 ft (6.7 m) | *5 ft (1.5 m) turning radius | *500 lb (227 kg) lift capacity | *Fully proportional controls | *180° hydraulic platform rotation on Z-45/25 models | *160° hydraulic platform rotation on Z-45/25J models | *24V DC auxiliary power unit | *Drive enable system | *End mount platform on Z-45/25J models | *AC wiring to platform | *Tilt alarm | *Horn | *Hour meter | | | | |  | !","images/genie/z45.jpg","https://billsequipment.mydomain.com/images/genie/z45.jpg","https://billsequipment.mydomain.com/aeriallifts.htm | https://billsequipment.mydomain.com/genie.htm","raw/0012-genie.html","product","YES","1","active","YES","NO","970"
"YES","95","Z-60/34","Genie","Z-60/34","Aerial Lifts","Standard Features | *66 ft (20.1 m) working height | *34 ft (10.4 m) horizontal reach | *500 lb (227 kg) lift capacity | *Dual fuel (Gas/LPG) or diesel engine options | *Fully proportional platform controls with ramp up/down feature | *Hydraulic platform rotation | *360° continuous turntable rotation | *12V DC auxiliary power unit | *Fuel select switch on platform and ground controls (Gas/LPG models) | *Closed-loop hydrostatic drive | *Positive traction drive | *Drive enable system | *High-angle steer | *Self-leveling platform | *Locking turntable covers | *Anti-restart engine protection | *Auto engine fault shutdown | *Engine monitoring gauges | *AC wiring to platform | *Tilt alarm | *Horn | *Hour meter |  | !","images/genie/z60.jpg","https://billsequipment.mydomain.com/images/genie/z60.jpg","https://billsequipment.mydomain.com/aeriallifts.htm | https://billsequipment.mydomain.com/genie.htm","raw/0012-genie.html","product","YES","1","active","YES","NO","980"
"YES","95","AH 231","Honda","WYL-26A","","! | | |  | Articulated Double-Sided Hedge Trimmer | | Features | *Shindaiwa-built premium 2-cycle engine | *Walbro WYL-26A carburetor with primer | *Chrome-plated cylinder | *2-ring piston | *One-piece transistor-controlled ignition system | *Adjusts to 10 different positions through a range of 150º | *Efficient, double-sided cutter | *Silenced air cleaner | *Convenient controls","images/honda/ah230.gif","https://billsequipment.mydomain.com/images/honda/ah230.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","990"
"YES","95","EG2500","Honda","EG2500","","Thanks to Honda’s legendary OHV commercial grade engine and superior alternator components, the Honda  generator can provide quality power and performance required in commercial applications. This generator is housed in a protective tube frame and offers commercial grade toughness at a value price. Commonly used on job sited for basic power requirements while operating professional saws and drills. | | | !","images/honda/eg2500-150.gif","https://billsequipment.mydomain.com/images/honda/eg2500-150.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1000"
"YES","95","EU1000","Honda","EU1000","","! | |  | Honda’s advanced inverter technology makes these generators extremely quiet, lightweight, portable and fuel-efficient. Honda’s Inverter Technology creates ""clean"" or stable power – making these generators ideal for sensitive electronic equipment. Not to mention tailgating, camping and anywhere else in the great outdoors!","images/honda/eu1000-150.gif","https://billsequipment.mydomain.com/images/honda/eu1000-150.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1010"
"YES","95","GX160","Honda","GX160","","! | | |  | A 5.5 HP, OHV horizontal-shaft engine with electronic ignition and Oil Alert® | Applications | Air compressors, Generators, Pumps | Pressure washers, Reel-type lawn mowers, Go-Karts, Agricultural equipment, Chipper/Shredders, Small construction equipment, Concrete saws | Other Models Available","images/honda/GX160.gif","https://billsequipment.mydomain.com/images/honda/GX160.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1020"
"YES","95","GX240","Honda","GX240","","An 8HP OHV horizontal-shaft engine with electronic ignition and Oil Alert®. | Applications | Cement mixers and trowels, Air compressors, Water pumps, Agricultural equipment, Blowers/vacs, Pressure washers, Generators, Go-Karts, Concrete saws, Chippers/shredders, Plus many other construction applications | Other Models Available | | | | !","images/honda/GX240.gif","https://billsequipment.mydomain.com/images/honda/GX240.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1030"
"YES","95","GX340","Honda","GX340","","A 13 HP OHV horizontal-shaft engine with automatic decompression for easy starting. The 13HP is the largest workhorse in our line of industrial engines. | Applications | Lawn tractors, Pressure washers, Go-Karts, Trenchers, Agricultural equipment, Chipper/shredders, Air compressors, Concrete saws, Variety of construction equipment | Other Models Available | | | !","images/honda/GX390.gif","https://billsequipment.mydomain.com/images/honda/GX390.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1040"
"YES","90","Multi-Purpose Pump","Honda","","","The Honda  is the choice when pumping of approved industrial and agriculture chemicals is required. This pump is equipped with EPDM seals and a rugged fiberglass reinforced polyester housing to ensure reliable operation while pumping approved chemicals. | | | !","images/honda/wmp20-150.gif","https://billsequipment.mydomain.com/images/honda/wmp20-150.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1050"
"YES","90","or visit store to purchase!","Honda","","","The Shindaiwa 300S | HomePro | Features | *Shindaiwa-built premium 2-cycle engine | *Electronic ignition | *Walbro WYM boot-mounted carburetor | *USFS-approved spark arrestor muffler | *5-point anti-vibration system | *Easy access air filter | *Fully adjustable, automatic chain oiling pump | *Chrome-plated cylinder | *Chain brake | *High-impact glass filled nylon rear handle and recoil housing | *Chain catcher | | | | !","images/honda/prod_300S.gif","https://billsequipment.mydomain.com/images/honda/prod_300S.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1060"
"YES","90","or visit store to purchase!","Honda","","","The Shindaiwa 488 | Features | *Shindaiwa-built premium 2-cycle engine | *1-piece electronic ignition | *Externally-adjustable, boot-mounted Walbro carburetor | *USFS-approved spark arrestor muffler | *5-point anti-vibration system | *Chain brake | *High-torque engine | *Ultra-high chain speed | *Rubber-coated chain catcher | *Fully adjustable, automatic chain oiling pump | *Hand guards | *Rim-type sprocket | | | !","images/honda/prod_488.gif","https://billsequipment.mydomain.com/images/honda/prod_488.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1070"
"YES","90","or visit store to purchase!","Honda","","","The Shindaiwa 757 | Features | *Shindaiwa-built premium 2-cycle engine | *Fully adjustable and automatic chain oiling pump | *Pressed-in bar studs | *PowerPro Air filter system | *Heavy-duty cooling | *1-piece electronic ignition | *Externally-adjustable, boot-mounted Walbro HDA carburetor | *Full anti-vibration system | *Inertial chain brake | *Chain catcher | *2-ring piston | *Outboard sprocket | | | !","images/honda/prod_757.gif","https://billsequipment.mydomain.com/images/honda/prod_757.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1080"
"YES","95","SP210 Hand Held Sprayer","Honda","SP210","","Features | *Constructed of high-density, UV-protected polyethylene to resist most chemicals | *Viton®, chemically resistant seals | *Angled ""quick-fill"" lid | *Tethered lid helps prevent dirt from entering into the tank | | | !","images/honda/sp210.gif","https://billsequipment.mydomain.com/images/honda/sp210.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1090"
"YES","95","SP300 Backpack Sprayer","Honda","SP300","","! | | |  | | Features | *Constructed of high-density, UV-protected polyethylene to resist most chemicals | *Viton®, chemically resistant seals | *In-tank pumping system, minimizing leaks | *Deluxe padded shoulder straps","images/honda/sp300.gif","https://billsequipment.mydomain.com/images/honda/sp300.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1100"
"YES","95","SP415 Backpack Sprayer","Honda","SP415","","Features | *Constructed of high-density, UV-protected polyethylene to resist most chemicals | *Viton®, chemically resistant seals | *In-tank pumping system, minimizing leaks | *Deluxe padded shoulder straps | | | !","images/honda/sp415.gif","https://billsequipment.mydomain.com/images/honda/sp415.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1110"
"YES","95","T350","Honda","T350","","! | | | The Shindaiwa  | | Features | * Shindaiwa-built premium 2-cycle engine | *l-piece electronic ignition | *Chrome-plated cylinder | *2-ring piston | *TK slide-valve carburetor for all-position operation and smooth power | *Forced-air cooling, discharged away from operator | *Spark arrestor muffler with replaceable screen | *High-carbon steel mainshaft with splined ends reduces vibration and operator fatigue | *Heavy-duty gear case with helical gears for smooth power transfer | *Easy-access stop switch | *Aircraft-grade aluminum outer tube | *Heavy-duty debris shield","images/honda/prod_T350.gif","https://billsequipment.mydomain.com/images/honda/prod_T350.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1120"
"YES","90","The Shindaiwa 357","Honda","","","! | | |  | Top Handle | | Features | *Shindaiwa-built premium 2-cycle engine | *USFS-approved muffler and spark arrestor | *Easy-access air filter | *Top-handle balanced design | *Inertial chain brake | *High-torque reed valve design | *2-ring piston | *Turbo port air injection system | *All position operation | *Light weight construction | *Ultra quiet | *Full anti-vibration system","images/honda/357a.gif","https://billsequipment.mydomain.com/images/honda/357a.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1130"
"YES","90","The Shindaiwa 360","Honda","","","! | | |  | Features | *Shindaiwa-built premium 2-cycle engine | *Electronic ignition | *Externally-adjustable, boot-mounted Walbro WT carburetor | *3-shoe centrifugal clutch | *5-point anti-vibration system | *Aluminium alloy front handlebar | *Chain brake | *Fully adjustable, automatic chain oiling pump | *Chain catcher | *Front and rear hand guards | *2-ring piston | *High-impact nylon rear handles and recoil","images/honda/360a.gif","https://billsequipment.mydomain.com/images/honda/360a.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1140"
"YES","90","The Shindaiwa 377","Honda","","","! | | |  | Features | *Shindaiwa-built premium 2-cycle engine | *High-torque engine | *1-piece electronic ignition | *Externally-adjustable, boot-mounted Walbro WT carburetor | *4-bolt muffler | *5-point anti-vibration system | *Fully adjustable, automatic chain oiling pump | *Aluminum alloy front handle bar | *Chain brake | *Chain catcher | *Hand guard | *2-bar studs","images/honda/377a.gif","https://billsequipment.mydomain.com/images/honda/377a.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1150"
"YES","95","The Shindaiwa EC7500","Honda","EC7600","","! | | |  | Features | *Powerful 73.5cc displacement, 4.5 hp (3.6 kW) Shindaiwa-built engine | *High torque transmission reduction system for excellent cutting performance | *Unique sealed recoil starter to keep out abrasive concrete dust | *Sealed multi-staged air filter system | *Engine decompression valve for easy starting | *Easy, convenient drive belt tensioning system with external indicator | *Soft rubber inserts in rear handle for maximum operator comfort | *Full 6-point anti-vibration system | *20/22/25.4 mm collar adaptors included | *Includes abrasive wheel | *12"" (EC7500, and 14"" (EC7600) cut-off saw wheels available | *Designed for lowest possible down time | *Meets all current EPA requirements","images/honda/EC7500.gif","https://billsequipment.mydomain.com/images/honda/EC7500.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1160"
"YES","95","The Shindaiwa T231","Honda","T231","","Features | *Shindaiwa-built premium 2-cycle engine | *1-piece electronic ignition | *Chrome-plated cylinder | *Forced-air cooling, discharged away from operator | *Spark arrestor muffler with replaceable screen | *Stainless steel tank guard | *Walbro barrel-valve carburetor for all-position operation and smooth power | *Easy access stop switch | *Automatic centrifugal clutch | *2-ring piston | *Full anti-vibration system | *Carbon steel mainshaft with splined ends reduces vibration and operator fatigue | *Heavy-duty gearcase with helical gears for smooth power transfer | *Aircraft-grade aluminum outer tube | *Heavy-duty debris shield | | | !","images/honda/t231.gif","https://billsequipment.mydomain.com/images/honda/t231.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1170"
"YES","95","The Shindaiwa T261","Honda","T261","","! | | |  | Features | *Shindaiwa-built premium 2-cycle engine | *1-piece electronic ignition | *Chrome-plated cylinder | *Forced-air cooling, discharged away from operator | *Spark arrestor muffler with replaceable screen | *Stainless steel tank guard | *Easy access stop switch | *Automatic centrifugal clutch | *2-ring piston | *Full anti-vibration system | *Carbon steel mainshaft with splined ends reduces vibration and operator fatigue | *Heavy-duty gearcase with helical gears for smooth power transfer | *Aircraft-grade aluminum outer tube | *Heavy-duty debris shield","images/honda/T261.gif","https://billsequipment.mydomain.com/images/honda/T261.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1180"
"YES","95","The Shindaiwa T272X","Honda","T272X","","The T272X delivers outstanding power for heavy-duty applications. | Features | *Shindaiwa-built premium 2-cycle engine | *1-piece electronic ignition | *Chrome-plated cylinder | *Forced-air cooling, discharged away from operator | *Spark arrestor muffler with replaceable screen | *Walbro barrel-valve carburetor for all-position operation and smooth power | *High-heat resistant Nickel-Boron plated piston | *Automatic centrifugal clutch | *2-ring piston | *Full anti-vibration system | *Carbon steel mainshaft with splined ends reduces vibration and operator fatigue | *Heavy-duty gearcase with helical gears for smooth power transfer | *Easy-access stop switch | *Aircraft-grade aluminum outer tube | *Heavy-duty debris shield | | | !","images/honda/T272X-Model-view-A.gif","https://billsequipment.mydomain.com/images/honda/T272X-Model-view-A.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1190"
"YES","90","WX 10","Honda","","","! | | |  | 1 inch pump | This quiet operating, 4 cycle Honda powered water pump with 40 gallon per minute performance is an excellent choice for homeowners, gardeners and boat owners.","images/honda/wx10-150.gif","https://billsequipment.mydomain.com/images/honda/wx10-150.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1200"
"YES","95","Yamaha EF1000","Honda","EF1000","","The EF1000 is the most popular Yamaha generator — and no wonder. It's extremely quiet and offers 120V AC and 12V DC — that's why it's a real hit with all types of outdoor adventurers. The EF1000 is small, easy to carry and can run a microwave, washing machine or small refrigerator. This quiet generator can run for over six hours without refueling. It delivers 1000 watts of maximum AC output with outstanding fuel efficiency. Built-in handle makes carrying a snap. Includes 12-volt DC output with protector for charging 12-volt batteries at 10-amp charge rate (charge cables included). | | | !","images/honda/ef1000.gif","https://billsequipment.mydomain.com/images/honda/ef1000.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1210"
"YES","95","Yamaha EF12000DE","Honda","EF12000DE","","! | | |  | | With 50 amps and 120/240 dual voltage output, there's not much the EF12000DE can't handle during a power outage. The EF12000DE is our highest output gasoline-powered 120/240-volt output generator — and it can be converted to run on propane or LP gas. It uses a twin-cylinder 653cc, 4-stroke, OHV engine to deliver 12,000 watts maximum AC output with outstanding fuel efficiency. It provides over 10 hours of continuous, super-quiet operation without refueling to power up super-heavy-load equipment like air compressors, table saws, and more.","images/honda/ef12000.gif","https://billsequipment.mydomain.com/images/honda/ef12000.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1220"
"YES","95","Yamaha EF4600DE","Honda","EF4600DE","","! | |  | | The EF4600DE is a true workhorse — and it represents a genuine value. This is the lowest-priced full-feature generator that is capable of running multiple appliances all at once. In addition, it can be converted to run on propane or LP gas — that makes it appealing to cabin owners. The electric-starting EF4600DE (with automatic choke and recoil backup) uses a 301cc, 4-stroke, OHV engine to deliver full-time dual-voltage (120/240V) power for over 10 hours of continuous running on a tank of gas. Fuel-saving automatic idle control lowers engine speed when generator is at no load.","images/honda/ef4600.gif","https://billsequipment.mydomain.com/images/honda/ef4600.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1230"
"YES","95","Yamaha EF6600DE","Honda","EF6600DE","","When your customer wants a lot of power, then the EF6600DE is a logical choice. It's capable of running most homes in an emergency situation... and it can be converted to run on propane or LP gas. The EF6600DE has the same exterior dimensions as the EF4600DE, yet it delivers 2,000 watts more power. The EF6600DE uses a 357cc, 4-stroke, OHV engine to produce serious, full-time dual-voltage power to take on heavy-load tasks like air conditioners and refrigerators. This generator provides 8.3 hours of continuous operation without refueling. And its electric starter ensures hassle-free starting. | | | !","images/honda/ef6600.gif","https://billsequipment.mydomain.com/images/honda/ef6600.gif","https://billsequipment.mydomain.com/honda.htm","raw/0013-honda.html","product","YES","1","active","YES","NO","1240"
"YES","75","or visit store to purchase all Kraft products!","Kraft Tool","","","Kraft Products | all Kraft products!","","","https://billsequipment.mydomain.com/kraft.htm","raw/0015-kraft.html","product","YES","1","active","YES","NO","1250"
"YES","90","Hydraulic Concrete mixer mod. Hopper","Lino Sella","","","View Information/Specifications for following models below: | - M 1000 | - S 1200 | - S 1500 | !","images/linosella/hopper m1000.jpg","https://billsequipment.mydomain.com/images/linosella/hopper%20m1000.jpg","https://billsequipment.mydomain.com/linosella.htm","raw/0017-linosella.html","product","YES","1","active","YES","NO","1260"
"YES","90","or visit store to purchase!","Lino Sella","","","Model S. 36 | (Prop with Double Plate) | Closed: 8 ft. | Open: 13 ft. | !","images/linosella/model s36.jpg","https://billsequipment.mydomain.com/images/linosella/model%20s36.jpg","https://billsequipment.mydomain.com/linosella.htm","raw/0017-linosella.html","product","YES","1","active","YES","NO","1270"
"YES","90","or visit store to purchase!","Lino Sella","","","Model S. 32 | Closed: 6 ft. | Open: 11 ft. | !","images/linosella/model s32.jpg","https://billsequipment.mydomain.com/images/linosella/model%20s32.jpg","https://billsequipment.mydomain.com/linosella.htm","raw/0017-linosella.html","product","YES","1","active","YES","NO","1280"
"YES","95","Concrete mixer mod. S 380 - type S 95","Lino Sella","S360","Concrete Mixers","Electro-hydraulic mechanisms that simplify at the most the user's work | - Skip piston with oil anti-reflex valves that stop the oil falling even in case of damage of the hydraulic plant. | - Charging ramp and scraper | - 4 pneumatic tyres (optional) | !","images/linosella/s380_s95.jpg","https://billsequipment.mydomain.com/images/linosella/s380_s95.jpg","https://billsequipment.mydomain.com/concretemixers.htm | https://billsequipment.mydomain.com/concretemixers.htm | https://billsequipment.mydomain.com/concretemixers.htm | https://billsequipment.mydomain.com/linosella.htm","raw/0017-linosella.html","product","YES","1","active","YES","NO","1290"
"YES","95","Hydraulic Concrete mixer mod. Hopper - S360","Lino Sella","S360","Concrete Mixers","Hydraulic mechanisms for easy operating of the drum and of the loading skip | - Scraper connected by low tension plant (optional) | - 4 pneumatic tyres (optional) | - Litre-Conteur | - Hydraulic weighing system | - Charge ramp | !","images/linosella/hopper s360.jpg","https://billsequipment.mydomain.com/images/linosella/hopper%20s360.jpg","https://billsequipment.mydomain.com/concretemixers.htm | https://billsequipment.mydomain.com/linosella.htm","raw/0017-linosella.html","product","YES","1","active","YES","NO","1300"
"YES","95","Hydraulic Concrete mixer mod. Hopper - S520","Lino Sella","S520","Concrete Mixers","Hydraulic mechanisms for easy operating of the drum and of the loading skip | - Scraper connected by low tension plant (optional) | - 4 pneumatic tyres (optional) | - Litre-Conteur | - Hydraulic weighing system | - Charge ramp | !","images/linosella/hopper s520.jpg","https://billsequipment.mydomain.com/images/linosella/hopper%20s520.jpg","https://billsequipment.mydomain.com/concretemixers.htm | https://billsequipment.mydomain.com/linosella.htm","raw/0017-linosella.html","product","YES","1","active","YES","NO","1310"
